stage	q_idx	s_idx	ctx_idx	s_f_idx	q_frame	s_frame	q_aa_start	q_aa_end	s_aa_start	s_aa_end	q_seed_off	s_seed_off	raw_score	e_value	e_value_bits	ordering_method	linked_set	start_of_chain	link_id	chain_next_link_id
after_common_endpoint_purge	0	0	5	0	-3	1	76112	76128	29588	29604	76121	29597	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65722	65734	29588	29600	65726	29592	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	92168	92191	30173	30196	92187	30192	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	60435	60451	30178	30194	60445	30188	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	88174	88198	30179	30203	88182	30187	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	81458	81478	30180	30200	81473	30195	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	26644	26657	30180	30193	26653	30189	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	21793	21816	30181	30204	21809	30197	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	81466	81483	30181	30198	81473	30188	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65722	65734	30181	30193	65726	30185	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	5204	5231	30182	30209	5227	30205	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	12444	12471	30182	30209	12460	30198	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	81458	81478	30182	30202	81473	30197	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	26644	26657	30182	30195	26653	30191	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	81466	81483	30183	30200	81473	30190	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65722	65734	30183	30195	65726	30187	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	81458	81478	30184	30204	81473	30199	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	26644	26657	30184	30197	26653	30193	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	21793	21816	30185	30208	21809	30201	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	81466	81483	30185	30202	81473	30192	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65722	65734	30185	30197	65726	30189	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	81458	81478	30186	30206	81473	30201	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	26644	26657	30186	30199	26653	30195	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	81466	81483	30187	30204	81473	30194	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65722	65734	30187	30199	65726	30191	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	81458	81478	30188	30208	81473	30203	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	26644	26657	30188	30201	26653	30197	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	81466	81483	30189	30206	81473	30196	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65722	65734	30189	30201	65726	30193	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	26644	26657	30190	30203	26653	30199	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	81466	81483	30191	30208	81473	30198	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65722	65734	30191	30203	65726	30195	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	26644	26657	30192	30205	26653	30201	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65722	65734	30193	30205	65726	30197	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	26644	26657	30194	30207	26653	30203	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65722	65734	30195	30207	65726	30199	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	81908	81926	30555	30573	81922	30569	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	91582	91591	30752	30761	91587	30757	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	62915	62935	31575	31595	62925	31585	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	61297	61315	31667	31685	61312	31682	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	25180	25197	31702	31719	25185	31707	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	94498	94519	32205	32226	94508	32215	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	94537	94558	32205	32226	94547	32215	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	26666	26687	32799	32820	26671	32804	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	51299	51326	33895	33922	51321	33917	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	58941	59028	34190	34277	58968	34217	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	76060	76078	34722	34740	76064	34726	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	82406	82435	35876	35905	82419	35889	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	87550	87575	36763	36788	87563	36776	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	69168	69200	37134	37166	69194	37160	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	30968	30995	37490	37517	30978	37500	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	33912	33939	37490	37517	33922	37500	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	34713	34740	37490	37517	34723	37500	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	45493	45519	37504	37530	45502	37513	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	90422	90446	37513	37537	90439	37530	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	9671	9688	39154	39171	9685	39168	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	82709	82721	40612	40624	82718	40621	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	45016	45023	40758	40765	45020	40762	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	41864	41889	41215	41240	41881	41232	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	80779	80797	41990	42008	80789	42000	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	14755	14775	42261	42281	14772	42278	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	41726	41746	43831	43851	41742	43847	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	42272	42285	43967	43980	42282	43977	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	21744	21759	44756	44771	21750	44762	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	93527	93538	45112	45123	93531	45116	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	3513	3527	45118	45132	3518	45123	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	30379	30409	45120	45150	30404	45145	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	59323	59330	45866	45873	59326	45869	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	87248	87264	45949	45965	87255	45956	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	5757	5770	46176	46189	5765	46184	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	50245	50265	46498	46518	50250	46503	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	12883	12902	46704	46723	12895	46716	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	530	539	47074	47083	533	47077	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	7811	7836	47202	47227	7826	47217	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	50091	50119	47313	47341	50112	47334	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	4690	4723	47318	47351	4710	47338	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	92649	92672	47349	47372	92656	47356	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	42201	42221	47367	47387	42209	47375	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	1383	1400	47975	47992	1394	47986	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	35190	35208	48281	48299	35199	48290	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	30908	30937	48339	48368	30916	48347	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	83276	83294	48357	48375	83282	48363	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	3467	3510	48495	48538	3502	48530	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	40195	40218	48502	48525	40210	48517	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	20540	20558	48515	48533	20555	48530	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	61010	61022	50286	50298	61019	50295	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	57680	57693	51087	51100	57689	51096	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	12965	12991	51101	51127	12973	51109	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	20814	20830	51109	51125	20826	51121	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	10275	10290	51898	51913	10287	51910	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	17600	17630	53199	53229	17626	53225	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	43832	43870	53270	53308	43857	53295	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	2224	2240	53983	53999	2237	53996	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65454	65492	54025	54063	65480	54051	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	65293	65306	54507	54520	65299	54513	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65722	65734	54511	54523	65726	54515	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	51719	51736	54512	54529	51727	54520	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	26644	26657	54512	54525	26653	54521	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	20654	20676	54514	54536	20657	54517	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	65722	65734	54515	54527	65726	54519	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	65738	65757	54517	54536	65741	54520	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	32072	32080	54893	54901	32076	54897	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	62664	62676	55177	55189	62673	55186	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	72085	72103	55952	55970	72090	55957	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	55475	55494	56023	56042	55478	56026	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	72871	72895	57423	57447	72878	57430	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	49475	49524	57605	57654	49501	57631	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	42818	42837	57704	57723	42833	57719	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	81820	81838	58168	58186	81832	58180	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	61362	61384	58169	58191	61373	58180	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	19591	19613	58343	58365	19604	58356	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	20753	20787	58501	58535	20784	58532	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	66132	66152	60242	60262	66145	60255	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	62473	62498	60290	60315	62483	60300	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	49184	49225	60572	60613	49209	60597	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	42471	42493	60596	60618	42479	60604	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	50924	50940	60873	60889	50932	60881	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	78308	78331	60899	60922	78328	60919	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	43877	43922	61180	61225	43883	61186	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	85893	85915	61274	61296	85896	61277	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	80010	80049	61432	61471	80031	61453	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	85893	85915	61688	61710	85896	61691	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	85893	85907	61694	61708	85896	61697	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	43960	43971	61711	61722	43963	61714	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	16965	16979	63150	63164	16976	63161	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	74624	74652	63224	63252	74636	63236	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	60105	60125	63347	63367	60108	63350	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	30456	30472	64368	64384	30469	64381	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	30456	30472	64568	64584	30469	64581	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	30456	30472	65148	65164	30469	65161	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	19741	19754	65277	65290	19748	65284	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	52655	52676	65281	65302	52658	65284	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	56234	56273	65351	65390	56262	65379	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	94263	94272	65789	65798	94268	65794	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	55094	55111	66067	66084	55108	66081	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	6351	6381	66073	66103	6378	66100	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	85893	85907	66075	66089	85896	66078	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	85892	85912	66081	66101	85895	66084	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	35469	35485	66221	66237	35478	66230	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	30878	30902	66423	66447	30889	66434	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17451	17459	66797	66805	17454	66800	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	14546	14557	66798	66809	14553	66805	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	79036	79066	67007	67037	79057	67028	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	14313	14331	67061	67079	14327	67075	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	35949	35979	68084	68114	35964	68099	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	30456	30472	68355	68371	30469	68368	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	59975	59993	68585	68603	59986	68596	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	30456	30472	68742	68758	30469	68755	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	6147	6168	69456	69477	6157	69466	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	114	129	69528	69543	126	69540	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	79597	79615	69550	69568	79600	69553	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	6375	6396	69684	69705	6378	69687	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	73660	73675	69815	69830	73672	69827	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	81354	81366	69856	69868	81357	69859	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	85893	85909	69857	69873	85896	69860	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	68424	68450	70093	70119	68436	70105	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	68510	68536	70093	70119	68522	70105	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	64013	64036	70093	70116	64027	70107	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	30349	30370	70100	70121	30363	70114	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	77864	77880	70828	70844	77876	70840	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17444	17458	70859	70873	17455	70870	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17443	17458	71388	71403	17454	71399	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17443	17458	72057	72072	17454	72068	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	45629	45644	72117	72132	45641	72129	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	45629	45644	72275	72290	45641	72287	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	45748	45772	72711	72735	45768	72731	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17443	17458	72886	72901	17454	72897	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	45629	45644	72946	72961	45641	72958	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17443	17458	73870	73885	17454	73881	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17442	17456	74190	74204	17446	74194	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17444	17459	74350	74365	17455	74361	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	45629	45644	74920	74935	45641	74932	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17442	17456	75179	75193	17446	75183	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	45629	45644	75238	75253	45641	75250	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17443	17458	75848	75863	17454	75859	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	45629	45644	76365	76380	45641	76377	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17442	17456	76624	76638	17446	76628	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17442	17456	77652	77666	17446	77656	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	80635	80687	77873	77925	80658	77896	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	47678	47689	78058	78069	47682	78062	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	70471	70513	79051	79093	70504	79084	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	27926	27950	79491	79515	27929	79494	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	36977	37003	79536	79562	36991	79550	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	43876	43890	80159	80173	43884	80167	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	41897	41941	80797	80841	41912	80812	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	92272	92290	81205	81223	92283	81216	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	9784	9795	81208	81219	9791	81215	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	9784	9795	81210	81221	9791	81217	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	9784	9795	81214	81225	9791	81221	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	32425	32439	81316	81330	32436	81327	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	63828	63846	81530	81548	63843	81545	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	1	0	2	1	63311	63324	82040	82053	63321	82050	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	5	0	-3	1	94356	94376	82350	82370	94361	82355	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	72330	72388	82603	82661	72350	82623	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	72534	72592	82603	82661	72554	82623	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	4	0	-2	1	5359	5382	82885	82908	5379	82905	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	0	0	1	1	75883	75909	82903	82929	75906	82926	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	3	0	-1	1	17717	17729	83402	83414	17724	83409	43	inf	0x7ff0000000000000	0	0	0	0	NA
after_common_endpoint_purge	0	0	2	0	3	1	58442	58459	83522	83539	58453	83533	43	inf	0x7ff0000000000000	0	0	0	0	NA
