stage	q_idx	s_idx	ctx_idx	s_f_idx	q_frame	s_frame	q_aa_start	q_aa_end	s_aa_start	s_aa_end	q_seed_off	s_seed_off	raw_score	e_value	e_value_bits	hsp_list_order	ordering_method	linked_set	start_of_chain	link_id	chain_next_link_id
after_reevaluate	0	0	3	3	-1	-1	22647	22694	93075	93122	22678	93106	82	inf	0x7ff0000000000000	5578	0	0	0	0	NA
after_reevaluate	0	0	0	5	1	-3	56076	56127	102599	102650	56081	102604	82	inf	0x7ff0000000000000	5320	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	2506	2529	103770	103793	2509	103773	82	inf	0x7ff0000000000000	5205	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	3057	3112	104377	104432	3064	104384	82	inf	0x7ff0000000000000	5229	0	0	0	0	NA
after_reevaluate	0	0	2	4	3	-2	12932	12963	107556	107587	12955	107579	82	inf	0x7ff0000000000000	5710	0	0	0	0	NA
after_reevaluate	0	0	2	4	3	-2	13015	13034	107682	107701	13020	107687	82	inf	0x7ff0000000000000	5713	0	0	0	0	NA
after_reevaluate	0	0	4	1	-2	2	90306	90339	2594	2627	90323	2611	81	inf	0x7ff0000000000000	138	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	53213	53252	18033	18072	53234	18054	81	inf	0x7ff0000000000000	570	0	0	0	0	NA
after_reevaluate	0	0	4	1	-2	2	84774	84800	26629	26655	84779	26634	81	inf	0x7ff0000000000000	1316	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	33380	33409	38313	38342	33386	38319	81	inf	0x7ff0000000000000	3112	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	31650	31717	39217	39284	31691	39258	81	inf	0x7ff0000000000000	3297	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	31218	31271	39478	39531	31251	39511	81	inf	0x7ff0000000000000	3189	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	37899	37923	52001	52025	37905	52007	81	inf	0x7ff0000000000000	2277	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17470	53777	53805	17446	53781	81	inf	0x7ff0000000000000	3624	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17470	53779	53807	17446	53783	81	inf	0x7ff0000000000000	3627	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	53789	53806	17446	53793	81	inf	0x7ff0000000000000	4088	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	53795	53812	17446	53799	81	inf	0x7ff0000000000000	4094	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17443	17459	58583	58599	17449	58589	81	inf	0x7ff0000000000000	3800	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17473	58598	58629	17446	58602	81	inf	0x7ff0000000000000	4257	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	52542	52582	74790	74830	52574	74822	81	inf	0x7ff0000000000000	4082	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	63014	63075	80351	80412	63042	80379	81	inf	0x7ff0000000000000	3114	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	17653	17668	83352	83367	17657	83356	81	inf	0x7ff0000000000000	3168	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	17431	17459	86726	86754	17446	86741	81	inf	0x7ff0000000000000	4189	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	17442	17462	87235	87255	17447	87240	81	inf	0x7ff0000000000000	5126	0	0	0	0	NA
after_reevaluate	0	0	0	2	1	3	25563	25620	108617	108674	25602	108656	81	inf	0x7ff0000000000000	6104	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	32590	32622	1751	1783	32599	1760	80	inf	0x7ff0000000000000	110	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	32590	32622	3475	3507	32599	3484	80	inf	0x7ff0000000000000	428	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	31037	31084	4320	4367	31052	4335	80	inf	0x7ff0000000000000	104	0	0	0	0	NA
after_reevaluate	0	0	4	1	-2	2	93542	93589	26692	26739	93572	26722	80	inf	0x7ff0000000000000	1324	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	3471	3517	30609	30655	3495	30633	80	inf	0x7ff0000000000000	1456	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	3468	3506	30636	30674	3495	30663	80	inf	0x7ff0000000000000	1969	0	0	0	0	NA
after_reevaluate	0	0	4	3	-2	-1	90347	90374	39475	39502	90367	39495	80	inf	0x7ff0000000000000	3712	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	32620	32673	39478	39531	32653	39511	80	inf	0x7ff0000000000000	3191	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17472	53783	53813	17446	53787	80	inf	0x7ff0000000000000	3631	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17472	58591	58621	17446	58595	80	inf	0x7ff0000000000000	3645	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	52603	52632	74851	74880	52609	74857	80	inf	0x7ff0000000000000	4219	0	0	0	0	NA
after_reevaluate	0	0	0	1	1	2	62520	62560	82037	82077	62534	82051	80	inf	0x7ff0000000000000	3130	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	17435	17459	84769	84793	17446	84780	80	inf	0x7ff0000000000000	3663	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	17442	17467	84789	84814	17446	84793	80	inf	0x7ff0000000000000	3616	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	17437	17459	86731	86753	17446	86740	80	inf	0x7ff0000000000000	4953	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	17441	17470	87089	87118	17449	87097	80	inf	0x7ff0000000000000	4286	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	17208	17228	89540	89560	17214	89546	80	inf	0x7ff0000000000000	5406	0	0	0	0	NA
after_reevaluate	0	0	4	1	-2	2	17425	17442	89816	89833	17428	89819	80	inf	0x7ff0000000000000	5412	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	88055	88120	114762	114827	88078	114785	80	inf	0x7ff0000000000000	5992	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	4518	4555	80	117	4531	93	79	inf	0x7ff0000000000000	9	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	30427	30453	1749	1775	30430	1752	79	inf	0x7ff0000000000000	103	0	0	0	0	NA
after_reevaluate	0	0	4	3	-2	-1	76399	76428	14615	14644	76413	14629	79	inf	0x7ff0000000000000	516	0	0	0	0	NA
after_reevaluate	0	0	4	3	-2	-1	76399	76428	15464	15493	76413	15478	79	inf	0x7ff0000000000000	535	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17440	17472	21907	21939	17446	21913	79	inf	0x7ff0000000000000	591	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	3468	3510	30635	30677	3495	30662	79	inf	0x7ff0000000000000	2119	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	3468	3505	30635	30672	3483	30650	79	inf	0x7ff0000000000000	1729	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	89913	89961	37903	37951	89943	37933	79	inf	0x7ff0000000000000	3175	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	33780	33803	37969	37992	33791	37980	79	inf	0x7ff0000000000000	3181	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	34122	34149	38312	38339	34133	38323	79	inf	0x7ff0000000000000	3114	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	31480	31516	39052	39088	31500	39072	79	inf	0x7ff0000000000000	3635	0	0	0	0	NA
after_reevaluate	0	0	4	3	-2	-1	89970	89996	39095	39121	89982	39107	79	inf	0x7ff0000000000000	3640	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	34734	34773	39248	39287	34744	39258	79	inf	0x7ff0000000000000	3298	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	31871	31906	39438	39473	31888	39455	79	inf	0x7ff0000000000000	3324	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17441	17459	53774	53792	17446	53779	79	inf	0x7ff0000000000000	4065	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17441	17459	54055	54073	17446	54060	79	inf	0x7ff0000000000000	4115	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17441	17459	54058	54076	17446	54063	79	inf	0x7ff0000000000000	3527	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17464	54060	54082	17446	54064	79	inf	0x7ff0000000000000	4122	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	58166	58183	17446	58170	79	inf	0x7ff0000000000000	3754	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17470	58596	58624	17446	58600	79	inf	0x7ff0000000000000	4254	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	59391	59447	78795	78851	59422	78826	79	inf	0x7ff0000000000000	4271	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	64466	64498	80405	80437	64483	80422	79	inf	0x7ff0000000000000	3014	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	60056	60104	80526	80574	60083	80553	79	inf	0x7ff0000000000000	3138	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	63066	63096	81538	81568	63074	81546	79	inf	0x7ff0000000000000	3169	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	63785	63815	81544	81574	63795	81554	79	inf	0x7ff0000000000000	3174	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	61770	61809	82040	82079	61776	82046	79	inf	0x7ff0000000000000	3251	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	17431	17459	84502	84530	17446	84517	79	inf	0x7ff0000000000000	3628	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	17442	17467	84780	84805	17446	84784	79	inf	0x7ff0000000000000	3672	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	17442	17465	84785	84808	17446	84789	79	inf	0x7ff0000000000000	3611	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	12959	12991	84961	84993	12965	84967	79	inf	0x7ff0000000000000	4361	0	0	0	0	NA
after_reevaluate	0	0	1	0	2	1	3483	3521	85759	85797	3495	85771	79	inf	0x7ff0000000000000	3902	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	82624	82676	85809	85861	82671	85856	79	inf	0x7ff0000000000000	4825	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	82627	82677	85811	85861	82671	85855	79	inf	0x7ff0000000000000	4812	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	82632	82680	85813	85861	82671	85852	79	inf	0x7ff0000000000000	4764	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	17437	17459	86729	86751	17446	86738	79	inf	0x7ff0000000000000	4948	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	17438	17459	86732	86753	17446	86740	79	inf	0x7ff0000000000000	4199	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	17441	17467	87092	87118	17446	87097	79	inf	0x7ff0000000000000	5039	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	3468	3506	89228	89266	3495	89255	79	inf	0x7ff0000000000000	5254	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	22475	22532	91257	91314	22506	91288	79	inf	0x7ff0000000000000	6502	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	17442	17470	118850	118878	17446	118854	79	inf	0x7ff0000000000000	6348	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17464	119703	119725	17446	119707	79	inf	0x7ff0000000000000	6490	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17464	119704	119726	17446	119708	79	inf	0x7ff0000000000000	6319	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	31877	31909	2602	2634	31886	2611	78	inf	0x7ff0000000000000	140	0	0	0	0	NA
after_reevaluate	0	0	4	0	-2	1	90306	90338	3467	3499	90323	3484	78	inf	0x7ff0000000000000	425	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	35577	35625	4321	4369	35602	4346	78	inf	0x7ff0000000000000	113	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17440	17459	21904	21923	17446	21910	78	inf	0x7ff0000000000000	676	0	0	0	0	NA
after_reevaluate	0	0	2	2	3	3	72698	72734	26762	26798	72706	26770	78	inf	0x7ff0000000000000	1429	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	68800	68847	28490	28537	68834	28524	78	inf	0x7ff0000000000000	839	0	0	0	0	NA
after_reevaluate	0	0	4	4	-2	-2	35731	35753	38313	38335	35736	38318	78	inf	0x7ff0000000000000	3111	0	0	0	0	NA
after_reevaluate	0	0	4	4	-2	-2	30465	30518	38353	38406	30493	38381	78	inf	0x7ff0000000000000	3122	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	31735	31772	39310	39347	31750	39325	78	inf	0x7ff0000000000000	3308	0	0	0	0	NA
after_reevaluate	0	0	0	4	1	-2	237	262	40303	40328	251	40317	78	inf	0x7ff0000000000000	3207	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17472	53783	53813	17446	53787	78	inf	0x7ff0000000000000	4082	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	53793	53810	17446	53797	78	inf	0x7ff0000000000000	4092	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17466	54058	54082	17446	54062	78	inf	0x7ff0000000000000	4119	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17470	58595	58623	17446	58599	78	inf	0x7ff0000000000000	3653	0	0	0	0	NA
after_reevaluate	0	0	4	2	-2	3	85893	85946	69851	69904	85896	69854	78	inf	0x7ff0000000000000	2755	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	60724	60753	81540	81569	60738	81554	78	inf	0x7ff0000000000000	3205	0	0	0	0	NA
after_reevaluate	0	0	0	1	1	2	63906	63954	81657	81705	63935	81686	78	inf	0x7ff0000000000000	3103	0	0	0	0	NA
after_reevaluate	0	0	0	1	1	2	60119	60164	81728	81773	60126	81735	78	inf	0x7ff0000000000000	3110	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	65471	65511	81779	81819	65504	81812	78	inf	0x7ff0000000000000	3240	0	0	0	0	NA
after_reevaluate	0	0	2	1	3	2	65471	65511	82037	82077	65504	82070	78	inf	0x7ff0000000000000	3136	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	5574	5607	82037	82070	5602	82065	78	inf	0x7ff0000000000000	3257	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	17442	17459	84503	84520	17446	84507	78	inf	0x7ff0000000000000	3654	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	17440	17459	84508	84527	17446	84514	78	inf	0x7ff0000000000000	3541	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	17441	17459	84772	84790	17446	84777	78	inf	0x7ff0000000000000	3592	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	82639	82677	85816	85854	82641	85818	78	inf	0x7ff0000000000000	4236	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	17442	17469	86767	86794	17446	86771	78	inf	0x7ff0000000000000	4232	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	3468	3514	89222	89268	3495	89249	78	inf	0x7ff0000000000000	5121	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	16981	16999	89304	89322	16988	89311	78	inf	0x7ff0000000000000	5399	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	22642	22694	93070	93122	22673	93101	78	inf	0x7ff0000000000000	5180	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	2574	2601	103851	103878	2596	103873	78	inf	0x7ff0000000000000	5211	0	0	0	0	NA
after_reevaluate	0	0	0	4	1	-2	89246	89272	116096	116122	89265	116115	78	inf	0x7ff0000000000000	5842	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	17433	17465	118842	118874	17446	118855	78	inf	0x7ff0000000000000	6506	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17466	119701	119725	17446	119705	78	inf	0x7ff0000000000000	6485	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17463	119707	119728	17446	119711	78	inf	0x7ff0000000000000	6494	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	3476	3522	13205	13251	3495	13224	77	inf	0x7ff0000000000000	916	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	21908	21925	17446	21912	77	inf	0x7ff0000000000000	679	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	21908	21925	17446	21912	77	inf	0x7ff0000000000000	573	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	21910	21927	17446	21914	77	inf	0x7ff0000000000000	682	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	21910	21927	17446	21914	77	inf	0x7ff0000000000000	577	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	21911	21928	17446	21915	77	inf	0x7ff0000000000000	593	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	21912	21929	17446	21916	77	inf	0x7ff0000000000000	684	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	21912	21929	17446	21916	77	inf	0x7ff0000000000000	580	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	21913	21930	17446	21917	77	inf	0x7ff0000000000000	595	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	21914	21931	17446	21918	77	inf	0x7ff0000000000000	686	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	21914	21931	17446	21918	77	inf	0x7ff0000000000000	582	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	21915	21932	17446	21919	77	inf	0x7ff0000000000000	597	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	21916	21933	17446	21920	77	inf	0x7ff0000000000000	688	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	21916	21933	17446	21920	77	inf	0x7ff0000000000000	584	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	21917	21934	17446	21921	77	inf	0x7ff0000000000000	599	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	21918	21935	17446	21922	77	inf	0x7ff0000000000000	690	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	21918	21935	17446	21922	77	inf	0x7ff0000000000000	586	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	21919	21936	17446	21923	77	inf	0x7ff0000000000000	601	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	21920	21937	17446	21924	77	inf	0x7ff0000000000000	692	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	21920	21937	17446	21924	77	inf	0x7ff0000000000000	588	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	21921	21938	17446	21925	77	inf	0x7ff0000000000000	603	0	0	0	0	NA
after_reevaluate	0	0	2	5	3	-3	78458	78475	30292	30309	78463	30297	77	inf	0x7ff0000000000000	1195	0	0	0	0	NA
after_reevaluate	0	0	0	3	1	-1	78459	78476	30293	30310	78462	30296	77	inf	0x7ff0000000000000	1294	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	78459	78475	30293	30309	78462	30296	77	inf	0x7ff0000000000000	1142	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	3468	3518	30625	30675	3495	30652	77	inf	0x7ff0000000000000	1885	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	3468	3506	30629	30667	3495	30656	77	inf	0x7ff0000000000000	1877	0	0	0	0	NA
after_reevaluate	0	0	2	4	3	-2	2431	2465	34094	34128	2447	34110	77	inf	0x7ff0000000000000	2491	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	77549	77569	36600	36620	77556	36607	77	inf	0x7ff0000000000000	3539	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	89889	89922	37874	37907	89892	37877	77	inf	0x7ff0000000000000	3174	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	31476	31530	37916	37970	31500	37940	77	inf	0x7ff0000000000000	3177	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	34581	34606	37969	37994	34596	37984	77	inf	0x7ff0000000000000	3185	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	53773	53790	17446	53777	77	inf	0x7ff0000000000000	3617	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	53775	53792	17446	53779	77	inf	0x7ff0000000000000	3621	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	53776	53793	17446	53780	77	inf	0x7ff0000000000000	3481	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	53777	53794	17446	53781	77	inf	0x7ff0000000000000	4069	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	53778	53795	17446	53782	77	inf	0x7ff0000000000000	3484	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	53779	53796	17446	53783	77	inf	0x7ff0000000000000	4073	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	53780	53797	17446	53784	77	inf	0x7ff0000000000000	3487	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	53781	53798	17446	53785	77	inf	0x7ff0000000000000	4078	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	53781	53798	17446	53785	77	inf	0x7ff0000000000000	3629	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	53782	53799	17446	53786	77	inf	0x7ff0000000000000	3490	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	53784	53801	17446	53788	77	inf	0x7ff0000000000000	3493	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	53786	53803	17446	53790	77	inf	0x7ff0000000000000	3495	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	53788	53805	17446	53792	77	inf	0x7ff0000000000000	3497	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	53790	53807	17446	53794	77	inf	0x7ff0000000000000	3499	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	53792	53809	17446	53796	77	inf	0x7ff0000000000000	3501	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	53794	53811	17446	53798	77	inf	0x7ff0000000000000	3503	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	54060	54077	17446	54064	77	inf	0x7ff0000000000000	3675	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	54061	54078	17446	54065	77	inf	0x7ff0000000000000	3531	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	54062	54079	17446	54066	77	inf	0x7ff0000000000000	4124	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	54062	54079	17446	54066	77	inf	0x7ff0000000000000	3677	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	54063	54080	17446	54067	77	inf	0x7ff0000000000000	3533	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	54064	54081	17446	54068	77	inf	0x7ff0000000000000	3679	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17466	54065	54089	17446	54069	77	inf	0x7ff0000000000000	3535	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	58171	58188	17446	58175	77	inf	0x7ff0000000000000	3607	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	58175	58192	17446	58179	77	inf	0x7ff0000000000000	3612	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	58177	58194	17446	58181	77	inf	0x7ff0000000000000	3616	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	58178	58195	17446	58182	77	inf	0x7ff0000000000000	3772	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	58179	58196	17446	58183	77	inf	0x7ff0000000000000	3618	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	58180	58197	17446	58184	77	inf	0x7ff0000000000000	4216	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	58180	58197	17446	58184	77	inf	0x7ff0000000000000	3776	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	58181	58198	17446	58185	77	inf	0x7ff0000000000000	3620	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	58182	58199	17446	58186	77	inf	0x7ff0000000000000	4218	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	58182	58199	17446	58186	77	inf	0x7ff0000000000000	3780	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	58183	58200	17446	58187	77	inf	0x7ff0000000000000	3622	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	58184	58201	17446	58188	77	inf	0x7ff0000000000000	4220	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	58593	58610	17446	58597	77	inf	0x7ff0000000000000	3649	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	58594	58611	17446	58598	77	inf	0x7ff0000000000000	3817	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	58596	58613	17446	58600	77	inf	0x7ff0000000000000	3822	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	58597	58614	17446	58601	77	inf	0x7ff0000000000000	3655	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	58598	58615	17446	58602	77	inf	0x7ff0000000000000	3827	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	58599	58616	17446	58603	77	inf	0x7ff0000000000000	3657	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	58600	58617	17446	58604	77	inf	0x7ff0000000000000	4259	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	58600	58617	17446	58604	77	inf	0x7ff0000000000000	3829	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17442	17459	58601	58618	17446	58605	77	inf	0x7ff0000000000000	3659	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17459	58602	58619	17446	58606	77	inf	0x7ff0000000000000	4262	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	58602	58619	17446	58606	77	inf	0x7ff0000000000000	3830	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	17442	17459	58604	58621	17446	58608	77	inf	0x7ff0000000000000	3832	0	0	0	0	NA
after_reevaluate	0	0	0	4	1	-2	48015	48062	70125	70172	48036	70146	77	inf	0x7ff0000000000000	4008	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	65175	65231	80351	80407	65203	80379	77	inf	0x7ff0000000000000	3115	0	0	0	0	NA
